age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
33,5,288398,4,13,5,2,3,1,1,0,0,45,28,1
39,5,114591,1,10,2,14,0,1,1,0,0,40,28,1
27,5,167737,9,8,0,3,3,1,0,0,0,45,28,1
53,6,248834,4,13,1,14,2,1,1,0,0,50,28,0
30,5,165686,4,13,0,5,3,1,1,0,0,40,28,1
52,1,40200,1,10,4,13,3,4,0,0,0,35,28,1
43,0,117158,4,13,1,0,1,1,0,15024,0,60,28,0
47,6,216657,11,14,0,14,3,1,0,0,0,35,28,0
61,5,124242,15,9,1,1,1,4,0,0,0,40,26,1
39,6,239119,11,14,5,14,3,4,0,0,0,40,39,1
47,5,190072,1,10,5,0,0,1,0,0,0,50,28,1
19,5,378114,15,9,1,13,1,1,0,0,0,25,28,1
37,5,236990,1,10,1,3,1,1,0,3464,0,40,28,1
31,5,101761,15,9,1,13,1,1,0,0,0,51,28,1
69,1,37745,6,11,1,0,1,1,0,0,0,8,28,1
22,3,424494,1,10,0,10,5,1,0,0,0,25,28,1
29,5,130438,15,9,1,3,1,1,0,0,0,40,28,1
24,5,100605,1,10,0,3,5,2,0,0,0,14,28,1
42,5,220776,15,9,2,9,0,1,0,0,0,40,40,1
30,6,154950,4,13,1,1,1,1,0,0,0,72,28,0
28,5,192283,11,14,3,0,3,1,1,0,0,80,28,0
27,5,210765,6,11,0,9,3,1,0,0,0,40,28,1
53,5,147476,15,9,5,8,3,4,1,0,0,40,28,1
35,4,193241,15,9,1,13,1,1,0,0,1651,40,28,1
22,5,109053,9,8,1,11,1,1,0,0,0,40,28,1
25,5,265618,15,9,2,1,5,4,0,0,0,40,28,1
38,6,172855,4,13,1,14,2,4,1,0,1887,40,28,0
27,5,68848,4,13,0,2,0,1,1,0,0,35,28,1
30,5,229051,5,5,1,5,1,1,0,0,0,37,28,1
27,5,106039,4,13,5,14,5,1,1,0,0,50,28,1
25,5,112835,4,13,0,14,3,1,0,0,0,40,28,1
36,3,205396,15,9,4,10,3,1,1,0,0,4,28,1
32,5,283400,15,9,0,3,3,1,1,0,0,40,28,1
70,5,195739,13,6,4,13,0,1,0,0,0,45,28,1
50,5,36480,15,9,1,8,1,1,0,0,0,40,28,1
40,5,303291,1,10,1,5,2,1,1,0,0,35,28,1
34,5,293900,12,7,3,13,3,4,0,0,0,55,28,1
57,1,165922,15,9,1,13,1,1,0,0,0,50,28,1
39,5,65738,11,14,0,5,3,1,1,0,0,32,28,1
49,5,175070,1,10,5,5,0,1,1,0,0,40,28,1
43,5,339814,1,10,1,14,1,1,0,5178,0,40,28,0
26,5,150132,15,9,0,2,3,1,1,0,0,45,28,1
31,5,377374,1,10,5,2,0,4,1,0,0,40,7,1
60,1,166153,1,10,1,0,1,1,0,0,0,50,28,1
46,5,110171,11,14,1,14,1,1,0,15024,0,50,28,0
26,5,94477,1,10,1,11,1,1,0,7298,0,55,28,0
27,5,194243,10,15,0,14,5,1,1,0,0,40,28,1
31,5,106347,1,10,1,2,2,4,1,0,0,40,28,1
59,5,214865,15,9,4,8,0,1,1,0,0,50,28,1
19,3,185619,1,10,0,10,5,1,1,0,0,20,28,1
18,5,96445,1,10,0,5,5,1,1,0,0,24,28,1
22,5,102632,1,10,1,8,1,1,0,0,0,45,28,1
24,5,209034,2,12,1,0,5,1,1,0,0,20,28,1
53,4,153486,13,6,1,11,1,1,0,0,0,40,28,0
43,5,144371,15,9,1,9,1,1,0,0,0,42,28,0
24,5,186213,1,10,1,7,1,1,0,0,0,50,28,0
60,5,188236,13,6,4,7,0,1,1,0,0,40,28,1
24,5,418405,15,9,1,13,1,1,0,0,0,40,28,1
52,8,125796,15,9,0,2,3,4,0,0,0,40,28,1
32,5,183304,6,11,1,11,1,1,0,0,0,99,28,0
34,5,329587,13,6,2,5,3,1,1,0,0,35,28,1
35,6,182570,2,12,1,1,1,1,0,0,0,40,28,0
38,5,446654,5,5,3,9,3,1,0,0,0,40,27,1
34,1,254304,15,9,1,12,1,1,0,4508,0,90,28,1
53,6,131258,10,15,0,14,3,1,1,0,0,50,28,0
23,5,103632,15,9,0,2,3,1,1,0,0,40,28,1
40,5,241895,1,10,1,2,1,1,0,0,0,40,28,1
40,5,244945,15,9,1,13,1,1,0,0,0,40,28,1
50,5,20795,15,9,1,12,1,1,0,0,0,60,28,0
17,5,347322,13,6,0,0,5,1,1,0,0,20,28,1
53,6,103995,4,13,5,14,3,1,1,0,1876,54,28,1
32,5,53206,4,13,5,13,3,1,0,0,0,50,28,0
43,3,387839,15,9,0,10,4,1,1,0,0,40,28,1
18,5,57108,12,7,0,0,5,1,0,0,0,16,28,1
62,5,177791,13,6,5,5,5,1,1,0,0,40,28,1
45,5,33794,11,14,1,5,1,1,0,0,0,40,28,1
46,5,249935,7,16,1,14,1,1,0,0,0,70,28,1
73,1,241121,0,4,1,12,1,1,0,0,0,40,28,1
64,5,98586,7,16,1,14,1,1,0,0,0,60,28,0
26,5,181920,4,13,1,14,2,1,1,0,0,45,28,0
23,5,434467,15,9,0,0,3,1,0,0,0,48,28,1
30,5,113364,15,9,0,3,4,1,0,0,0,40,18,1
51,5,249706,1,10,5,2,0,1,1,0,0,40,28,1
35,1,95455,4,13,5,8,0,1,1,0,0,55,28,1
39,5,209867,1,10,0,2,3,1,1,13550,0,45,28,0
35,0,79586,11,14,1,14,1,3,0,0,0,40,26,0
41,5,289669,15,9,4,3,3,1,1,0,0,40,28,1
31,5,347166,1,10,5,13,5,1,0,4650,0,40,28,1
40,5,53835,4,13,1,0,1,1,0,0,0,50,28,0
46,6,14878,10,15,1,14,1,3,0,0,0,40,38,0
31,5,266126,15,9,0,5,3,1,1,0,0,30,28,1
41,0,146659,1,10,5,3,3,1,1,0,0,40,12,1
42,5,125280,4,13,1,8,1,1,0,3137,0,40,28,1
23,5,173535,15,9,0,0,5,1,0,0,0,40,28,1
21,3,77665,1,10,0,10,5,1,0,0,0,35,28,1
49,5,280525,1,10,1,2,1,1,0,0,0,45,28,0
53,5,479621,6,11,5,7,3,4,0,0,0,40,28,1
38,6,194630,4,13,0,1,3,1,1,4787,0,43,28,0
36,5,247600,2,12,5,8,0,3,1,0,0,40,5,1
32,5,258406,1,10,0,13,0,1,0,0,0,72,27,1
20,5,107746,12,7,0,11,4,1,0,0,0,40,3,1
17,3,47407,12,7,0,10,5,1,0,0,0,10,28,1
22,5,229987,1,10,0,7,4,3,1,0,0,32,28,1
25,5,312338,6,11,0,13,0,0,0,0,0,40,28,1
58,5,225394,15,9,1,13,1,1,0,0,1902,40,28,1
24,5,373718,1,10,0,12,3,1,0,0,0,20,28,1
48,4,120131,15,9,5,13,5,1,0,8614,0,40,28,0
20,5,472789,8,2,0,12,3,1,0,0,0,30,29,1
60,1,27886,1,10,1,8,1,1,0,0,0,40,28,0
20,5,138352,15,9,0,5,4,1,0,0,0,30,28,1
52,5,123011,1,10,1,8,1,1,0,0,0,45,28,0
36,5,306567,15,9,1,11,2,1,1,0,0,40,28,0
46,6,187749,4,13,1,14,1,3,0,0,0,40,38,0
22,5,260594,12,7,0,0,0,1,1,0,0,25,28,1
19,5,236879,1,10,0,8,5,1,1,0,0,35,28,1
37,5,186808,15,9,0,0,0,1,0,0,0,40,28,1
30,5,373213,6,11,5,0,3,1,1,0,0,40,28,0
44,5,187629,2,12,0,13,3,1,0,0,0,25,28,1
63,3,106648,15,9,1,10,1,1,0,0,0,25,28,1
22,5,305781,15,9,0,0,3,1,0,0,0,45,31,1
31,0,256362,4,13,1,0,1,1,0,3908,0,50,28,1
17,5,239947,12,7,0,2,5,1,0,0,0,40,28,1
21,5,349041,15,9,0,9,3,1,0,0,0,40,28,1
67,5,105252,11,14,1,8,1,1,0,0,0,40,28,0
46,5,182715,0,4,5,8,3,1,0,0,0,40,28,1
29,5,166210,15,9,5,9,5,1,0,0,0,50,28,1
20,5,113200,1,10,0,9,5,1,1,0,0,6,28,1
27,5,142075,1,10,0,5,5,1,0,0,0,24,28,1
35,5,454843,1,10,1,13,1,1,0,0,0,40,28,0
19,5,142219,1,10,0,2,5,1,1,0,0,30,28,1
36,5,112512,9,8,2,5,0,1,1,0,0,40,27,1
43,5,212894,4,13,1,8,1,1,0,15024,0,50,28,0
62,4,265201,4,13,5,14,3,1,0,0,0,40,28,1
28,5,251905,10,15,0,14,3,1,0,0,2339,40,31,1
18,5,170627,12,7,0,5,5,1,1,0,0,15,28,1
59,5,354037,10,15,1,11,1,4,0,15024,0,50,28,0
37,5,259089,4,13,5,8,3,1,0,0,0,40,28,1
27,5,21856,1,10,0,13,3,4,0,0,0,40,28,1
46,6,207946,11,14,5,14,0,1,1,0,0,43,28,1
29,5,77009,12,7,2,0,3,1,1,0,2754,42,28,1
33,5,36539,4,13,1,8,2,1,1,0,0,40,28,0
62,5,176811,15,9,1,13,1,1,0,0,0,40,28,1
46,5,456062,7,16,1,14,1,1,0,0,2415,55,28,0
28,5,277746,13,6,1,3,1,1,0,0,0,40,28,1
22,5,288132,1,10,0,0,5,1,1,0,0,35,28,1
46,8,344415,11,14,1,4,1,1,0,0,1887,40,28,0
54,0,206964,1,10,1,0,1,1,0,0,1977,40,28,0
34,5,198091,15,9,1,13,1,1,0,0,0,72,28,1
67,3,150264,7,16,1,10,1,1,0,0,0,20,31,0
62,5,588484,4,13,1,0,1,1,0,0,0,20,28,0
30,5,113364,1,10,1,9,1,1,0,0,0,40,40,1
19,5,270551,15,9,0,5,5,1,0,0,0,20,28,1
49,3,31478,0,4,1,10,1,1,0,0,0,99,28,1
27,5,190525,6,11,0,3,0,1,0,0,0,45,28,1
36,5,153066,1,10,1,13,1,1,0,0,0,50,28,0
52,5,150393,4,13,1,3,1,1,0,0,0,40,28,0
47,5,99911,9,8,3,8,3,1,1,0,0,55,28,1
57,6,343447,15,9,5,1,3,1,1,0,0,40,28,1
64,5,169482,1,10,3,8,0,1,1,0,0,40,28,1
56,3,32855,15,9,5,10,3,1,0,0,0,40,28,1
53,5,194501,12,7,4,5,5,1,1,0,0,47,28,1
53,5,177705,4,13,1,13,1,1,0,0,0,44,28,0
31,5,123983,1,10,2,0,0,3,0,0,0,40,30,1
41,5,138975,4,13,1,8,1,1,0,7688,0,45,28,0
45,6,235431,15,9,2,5,0,4,1,0,0,40,28,1
63,3,83043,4,13,1,10,1,1,0,0,2179,45,28,1
45,4,130206,15,9,5,2,4,1,1,0,0,40,28,1
23,5,210053,1,10,0,5,3,1,1,0,0,28,28,1
39,6,249392,11,14,1,14,1,1,0,0,0,72,28,1
31,5,87418,6,11,1,8,1,1,0,0,0,40,28,1
35,1,190387,4,13,1,12,1,1,0,0,0,45,28,1
54,5,176240,11,14,1,11,1,1,0,7688,0,60,28,0
22,3,211013,1,10,0,10,5,1,1,0,0,40,27,1
40,6,105862,4,13,5,14,0,1,1,5455,0,40,28,1
55,1,185195,4,13,1,8,1,1,0,0,0,40,28,0
31,5,173495,15,9,1,13,1,1,0,0,0,40,28,1
58,0,78634,12,7,1,11,1,1,0,0,0,60,28,1
31,5,147284,7,16,1,14,1,1,0,0,1977,99,28,0
46,1,82572,15,9,4,5,4,1,1,0,0,40,28,1
38,5,154641,6,11,1,13,1,1,0,0,0,40,28,1
22,6,39236,1,10,0,14,5,1,1,594,0,25,28,1
17,3,64785,13,6,0,10,5,1,0,0,0,30,28,1
48,1,179337,15,9,1,13,1,1,0,0,0,60,22,1
73,5,173047,4,13,1,14,1,1,0,0,0,15,28,1
25,5,264012,4,13,1,2,1,1,0,0,0,45,28,0
53,8,227836,1,10,5,12,3,1,0,0,0,40,28,1
46,5,321327,1,10,1,11,1,1,0,7298,0,45,28,0
45,0,108100,4,13,1,8,2,3,1,99999,0,25,36,0
37,5,146398,4,13,0,14,3,4,1,0,0,40,28,1
30,5,324120,15,9,1,9,1,1,0,0,0,50,28,1
29,5,367329,15,9,1,3,1,1,0,0,0,40,28,1
29,4,301582,1,10,1,1,1,1,0,0,0,40,28,1
75,3,222789,4,13,4,10,3,1,1,0,0,6,28,1
58,5,170108,11,14,1,8,1,1,0,0,0,40,28,0
42,1,82297,0,4,1,5,2,4,1,0,0,50,28,1
62,6,180162,5,5,5,1,3,4,0,0,0,24,28,1
45,6,348172,4,13,1,12,1,3,0,7298,0,40,28,0
38,5,809585,4,13,1,0,1,1,0,0,0,40,28,0
36,1,67728,4,13,1,0,1,1,0,0,0,50,28,0
70,3,163057,15,9,4,10,3,1,1,2009,0,40,28,1
42,1,102069,0,4,1,0,1,1,0,0,0,30,28,1
47,6,149700,11,14,1,14,1,1,0,15024,0,35,28,0
42,1,109273,1,10,0,13,0,1,0,0,0,40,28,1
43,5,393354,1,10,1,2,2,4,1,0,0,38,28,0
37,5,226947,6,11,1,13,1,1,0,0,0,40,28,0
36,4,86805,1,10,1,8,2,1,1,7298,0,39,28,0
27,5,493689,4,13,0,7,3,4,1,0,0,40,14,1
54,5,299324,3,3,3,3,0,1,0,0,0,40,27,1
48,1,353012,15,9,1,13,1,1,0,0,1902,40,28,0
29,5,174419,15,9,0,5,0,1,1,0,0,30,28,1
29,5,209472,15,9,1,3,1,1,0,0,0,38,28,1
37,5,295127,1,10,5,5,3,1,0,0,0,47,28,1
55,0,182273,1,10,1,0,1,1,0,0,0,40,28,1
67,5,228200,15,9,1,6,2,4,1,0,0,20,28,1
51,5,263836,15,9,4,9,3,1,0,0,0,30,28,1
35,5,178948,11,14,0,14,0,1,1,0,0,32,28,1
41,5,43945,0,4,1,13,1,1,0,0,0,40,36,1
64,1,253296,15,9,4,5,4,1,1,0,0,40,28,1
23,5,240137,3,3,0,9,3,1,0,0,0,55,27,1
49,5,24712,4,13,0,5,3,3,1,0,0,35,38,1
38,1,342635,4,13,1,14,1,1,0,0,0,70,28,1
62,5,115387,15,9,0,9,4,4,1,0,0,40,28,1
62,1,182998,0,4,1,13,1,1,0,0,0,10,28,1
70,3,133248,15,9,1,10,1,1,0,0,0,14,28,1
45,1,246891,11,14,5,13,3,1,0,0,0,40,28,1
20,5,30035,2,12,0,0,5,1,1,0,0,40,28,1
38,5,175232,15,9,1,3,1,1,0,0,0,48,28,1
50,0,140516,4,13,1,2,1,1,0,0,0,40,28,1
40,5,64980,1,10,1,2,1,4,0,0,0,55,28,0
30,5,155781,15,9,1,13,1,1,0,0,0,70,28,1
52,8,192065,1,10,2,8,3,1,1,0,0,40,28,1
28,1,227890,4,13,0,14,3,4,0,0,0,50,28,0
62,1,162249,15,9,1,11,1,1,0,0,0,30,28,1
31,5,165949,15,9,5,5,0,1,1,0,0,40,28,1
40,5,445382,15,9,1,8,1,1,0,0,0,40,28,0
34,5,211948,15,9,5,0,3,1,1,0,1590,40,28,1
53,5,163678,1,10,1,0,1,1,0,0,0,40,28,0
42,5,89413,9,8,0,12,5,1,0,0,0,40,28,1
26,5,289700,1,10,1,5,1,1,0,0,0,25,28,1
51,5,163826,15,9,1,11,1,1,0,0,0,40,28,0
49,5,185385,11,14,1,14,1,1,0,0,0,50,28,0
43,5,169031,15,9,1,3,1,1,0,0,0,40,28,1
42,5,54611,1,10,5,12,3,1,0,0,0,40,28,1
31,5,130620,12,7,3,0,5,3,1,0,0,40,26,1
26,5,328663,15,9,1,11,1,2,0,0,0,40,28,1
50,5,169646,4,13,2,14,0,3,1,0,0,40,38,1
35,5,186815,15,9,1,3,1,1,0,0,0,40,28,1
37,5,103925,1,10,0,7,4,1,1,0,0,40,28,1
53,3,150393,15,9,0,10,3,1,0,0,1504,35,28,1
20,5,82777,1,10,0,0,5,1,0,0,0,16,28,1
31,6,178449,10,15,1,14,1,1,0,0,0,40,28,0
28,5,51672,15,9,0,13,3,1,0,0,0,35,28,1
46,5,380162,15,9,1,7,1,4,0,0,0,40,28,0
21,5,212114,1,10,0,14,5,1,1,0,0,8,28,1
41,1,100800,11,14,1,8,1,1,0,7298,0,70,28,0
30,5,162572,4,13,0,8,3,1,0,0,0,70,28,0
66,0,179951,4,13,1,8,1,1,0,0,0,70,28,1
37,0,190759,1,10,1,0,1,1,0,0,0,60,28,0
74,4,236012,0,4,4,9,3,1,1,0,0,20,28,1
46,4,164023,1,10,1,1,1,4,0,0,0,70,28,0
51,5,172046,11,14,1,8,1,1,0,0,1977,50,28,0
33,5,182926,4,13,1,8,1,1,0,15024,0,50,28,0
30,5,151001,3,3,1,3,1,1,0,3464,0,40,27,1
47,0,362835,4,13,1,8,1,1,0,0,0,50,28,0
49,5,97883,4,13,5,8,0,1,1,0,0,40,28,1
53,5,91911,15,9,5,13,0,4,1,0,0,48,28,1
24,5,278130,6,11,0,3,3,1,0,0,0,40,28,1
54,5,146310,15,9,1,11,1,1,0,0,0,50,28,1
32,5,379412,1,10,0,13,5,1,0,0,0,40,28,1
45,5,37987,1,10,1,0,1,1,0,0,0,45,28,1
46,0,256909,15,9,3,12,3,1,0,3325,0,45,28,1
37,4,482927,1,10,5,5,3,1,0,0,0,65,28,1
48,4,44434,11,14,1,14,1,1,0,0,0,61,28,0
25,5,255474,4,13,0,2,3,1,1,0,0,40,28,1
28,3,303674,15,9,1,10,2,1,1,3103,0,20,28,1
44,3,195488,9,8,2,10,3,1,1,0,0,36,21,1
58,3,114362,1,10,1,10,1,4,0,0,0,30,28,1
27,5,341504,1,10,0,2,0,1,1,0,0,40,28,1
69,5,197080,15,9,4,2,0,1,0,0,0,8,28,1
38,5,102945,4,13,1,0,1,1,0,0,0,52,28,0
47,5,503454,9,8,0,2,4,4,1,0,0,40,28,1
30,1,87561,1,10,0,2,3,1,1,0,0,60,28,1
46,5,270693,15,9,0,9,5,1,0,3674,0,30,28,1
27,5,252813,10,15,0,14,3,1,1,0,0,45,28,1
19,5,574271,1,10,0,0,5,1,0,0,0,35,28,1
18,5,184016,15,9,1,6,3,1,1,3103,0,40,28,1
24,5,235071,12,7,1,13,1,1,0,0,0,50,28,0
32,5,158242,4,13,0,14,3,1,1,0,0,40,28,1
38,5,299810,15,9,1,9,1,4,0,0,0,40,28,1
19,5,277695,14,1,0,12,3,1,0,0,0,36,16,1
28,5,23324,1,10,0,9,3,1,0,0,0,40,28,1
39,6,316582,11,14,0,14,3,1,1,0,0,55,28,1
38,1,176657,1,10,2,0,3,3,0,0,0,60,7,1
42,5,93770,15,9,1,3,2,1,1,0,0,40,28,0
31,5,124569,1,10,1,2,2,1,1,0,0,40,28,0
46,5,117313,5,5,2,3,3,1,1,0,0,40,9,1
53,5,53812,1,10,4,8,3,1,1,0,0,54,28,1
21,5,170456,2,12,0,9,5,1,0,0,0,15,28,1
48,1,115971,15,9,1,0,1,1,0,0,0,50,28,1
46,5,31432,15,9,1,2,2,1,1,3103,0,52,28,0
30,5,112383,15,9,1,11,1,1,0,0,0,45,28,1
24,5,283092,15,9,0,2,4,4,0,0,0,40,11,1
32,5,27207,13,6,0,13,3,1,0,0,0,50,28,1
30,5,46712,15,9,5,5,3,1,1,0,0,40,28,1
57,4,19520,7,16,5,14,0,1,1,0,0,50,28,1
56,5,98630,0,4,0,2,3,1,0,0,0,40,28,1
27,5,159897,15,9,0,8,3,4,1,0,0,37,28,1
38,5,136629,4,13,1,3,1,1,0,0,0,40,41,1
19,5,407759,15,9,0,2,5,1,0,0,0,40,28,1
61,1,221884,1,10,1,2,1,1,0,0,0,50,28,0
49,5,148475,6,11,5,7,0,1,1,0,0,40,28,1
28,5,274964,15,9,1,13,1,1,0,0,0,38,28,1
50,0,160107,11,14,1,14,1,1,0,0,0,55,28,0
43,5,167265,4,13,1,13,1,1,0,0,0,84,28,0
34,5,148226,15,9,0,3,0,4,1,0,0,48,28,1
28,5,153869,12,7,1,13,1,1,0,0,0,40,28,1
31,5,208881,1,10,1,13,1,1,0,0,0,40,28,1
55,5,256953,15,9,4,3,0,4,1,0,0,44,28,1
26,5,100147,4,13,1,8,2,1,1,0,0,45,28,0
51,6,166461,7,16,1,14,2,4,1,0,0,40,28,0
35,5,171327,15,9,1,13,1,1,0,0,0,40,28,1
42,5,297335,2,12,3,8,0,3,1,0,0,31,2,1
63,3,133166,7,16,1,10,1,1,0,0,0,12,28,1
31,5,169589,11,14,0,14,3,1,0,0,0,30,28,1
22,6,273734,15,9,0,12,5,1,0,0,0,20,28,1
67,5,158301,15,9,5,11,3,1,0,0,0,60,28,1
50,3,257117,5,5,1,10,1,1,0,0,0,50,28,1
63,5,196725,15,9,4,5,0,1,1,0,0,24,28,1
31,5,137444,15,9,1,3,1,1,0,0,0,40,28,0
17,5,286960,12,7,0,14,5,1,0,0,0,40,28,1
41,6,201435,15,9,1,11,1,4,0,0,0,40,28,1
53,6,216931,0,4,1,11,1,1,0,0,0,38,28,1
44,6,212665,1,10,1,1,1,4,0,0,0,99,28,1
24,5,462820,4,13,0,12,3,1,0,0,0,40,28,1
35,5,198841,6,11,5,7,5,1,0,0,0,35,28,1
61,5,219886,1,10,1,7,2,1,1,0,0,40,28,0
31,5,163003,2,12,0,14,4,3,1,0,0,40,38,1
44,5,112262,4,13,1,7,1,1,0,5178,0,40,28,0
56,5,213105,15,9,1,0,1,1,0,0,0,36,28,0
66,5,302072,2,12,5,2,0,1,1,0,0,40,28,1
45,5,338105,1,10,1,13,1,3,0,0,0,40,18,1
69,1,58213,4,13,1,14,1,1,0,20051,0,45,28,0
64,5,125684,15,9,1,13,1,1,0,0,0,40,28,1
38,5,215419,15,9,1,2,2,1,1,0,0,36,28,0
43,6,413760,1,10,2,13,3,4,0,0,0,40,28,1
37,5,205339,15,9,5,13,3,1,0,0,0,49,28,1
19,5,236570,15,9,0,2,5,1,1,0,0,16,28,1
59,1,247552,15,9,1,8,1,1,0,0,0,40,28,1
50,8,184007,1,10,1,2,1,1,0,0,0,40,28,1
33,5,341187,4,13,1,8,1,1,0,0,0,50,28,0
56,5,220187,1,10,1,7,1,1,0,0,0,45,28,0
28,5,198258,6,11,1,0,1,1,0,0,0,40,28,1
27,5,175821,15,9,1,2,2,1,1,0,0,34,28,1
42,5,92288,11,14,1,0,1,3,0,0,0,40,36,1
34,5,261418,15,9,1,5,1,1,0,0,0,40,28,1
19,5,203319,12,7,0,0,5,1,0,0,0,30,28,1
68,1,166083,15,9,1,8,1,1,0,0,0,40,28,0
28,5,109001,11,14,1,14,1,1,0,0,0,38,28,0
81,3,106765,1,10,4,10,0,1,1,0,0,4,28,1
22,1,197387,15,9,0,12,5,1,0,0,0,40,28,1
58,5,284834,2,12,5,2,3,1,1,0,0,40,28,1
31,5,87535,1,10,0,3,3,1,1,0,0,25,28,1
17,6,175587,12,7,0,1,5,1,0,0,0,30,28,1
25,5,242700,1,10,0,11,3,1,0,10520,0,50,28,0
23,5,161478,1,10,0,5,5,3,1,0,0,23,28,1
25,5,51498,9,8,0,5,4,1,0,0,0,40,28,1
47,5,220124,15,9,0,13,3,1,0,0,0,40,28,1
39,5,188503,4,13,1,8,2,1,1,0,0,60,28,0
44,5,113324,15,9,1,13,1,1,0,0,0,40,28,1
46,5,208872,6,11,1,14,1,1,0,0,0,40,28,0
38,1,34180,1,10,1,12,1,1,0,0,0,35,28,1
23,5,292023,15,9,0,3,5,1,0,0,0,30,28,1
34,5,141118,4,13,3,14,3,1,1,0,0,35,28,1
33,5,348592,15,9,0,13,3,1,0,0,0,40,28,0
38,5,185203,15,9,4,5,0,1,1,0,0,20,28,1
52,1,165278,6,11,1,8,1,1,0,0,0,40,28,1
50,5,116933,15,9,5,0,3,1,1,0,0,33,28,1
38,5,237608,4,13,0,0,3,1,1,0,2444,45,28,0
35,5,84787,4,13,1,5,1,1,0,0,0,40,28,1
67,1,217892,7,16,1,14,1,1,0,10605,0,35,28,0
60,5,325971,15,9,1,3,1,1,0,7688,0,40,28,0
44,5,206878,15,9,0,0,4,1,1,0,0,15,28,1
38,1,127772,15,9,5,12,5,1,0,0,0,50,28,1
29,5,208577,15,9,1,14,1,1,0,0,0,40,28,0
65,5,344152,11,14,1,14,1,1,0,5556,0,50,28,0
33,5,40681,2,12,0,2,3,1,1,0,0,40,28,1
29,3,95108,15,9,0,10,3,1,0,0,0,40,28,1
18,5,280603,12,7,0,0,5,1,1,0,0,30,28,1
43,5,188436,10,15,5,8,3,1,0,0,0,40,28,1
42,5,134220,6,11,5,8,5,0,1,0,0,40,28,1
42,5,177989,15,9,1,11,1,1,0,0,0,40,28,1
32,5,164190,15,9,1,9,1,1,0,0,0,30,28,1
36,5,90897,2,12,0,7,3,1,1,0,0,40,28,1
41,4,33126,4,13,1,12,1,1,0,0,0,40,28,0
30,5,270886,1,10,0,5,5,1,1,0,0,40,28,1
21,5,216129,15,9,0,5,5,1,0,0,0,35,28,1
33,5,189368,1,10,1,11,1,4,0,0,0,40,28,0
19,3,141418,1,10,0,10,5,1,0,0,0,15,28,1
19,5,306225,15,9,0,9,5,1,0,0,0,25,28,1
35,5,330664,15,9,5,11,3,1,0,0,0,40,28,1
43,5,191765,15,9,5,7,0,4,1,0,0,35,28,1
45,5,289353,15,9,1,11,1,4,0,0,0,24,28,1
25,5,53147,4,13,0,8,5,4,0,0,0,50,28,1
39,1,122353,4,13,1,8,1,1,0,0,0,40,28,1
26,5,188767,15,9,0,9,3,1,0,0,0,40,28,1
60,5,239576,11,14,1,11,1,1,0,0,0,10,28,1
52,6,155141,7,16,1,14,2,1,1,0,0,40,28,0
22,5,64520,9,8,0,11,0,1,0,0,0,30,28,1
23,5,478994,1,10,0,5,5,1,1,0,0,40,28,1
46,5,155654,15,9,1,5,2,1,1,0,0,40,28,1
34,1,124052,4,13,1,0,1,1,0,0,0,30,28,1
39,5,245053,4,13,1,14,1,1,0,0,0,50,28,0
38,5,183585,15,9,0,14,3,1,1,0,0,40,28,1
56,1,323639,11,14,1,8,1,1,0,0,0,25,28,1
55,8,186791,15,9,5,2,3,1,1,0,0,40,28,1
40,5,284303,1,10,1,8,2,1,1,7688,0,40,28,0
23,5,186666,1,10,0,3,3,1,0,0,0,40,28,1
39,5,200153,4,13,5,2,3,1,0,0,0,40,28,1
24,5,180931,4,13,1,0,1,4,0,0,0,30,28,1
51,1,183173,15,9,1,0,1,1,0,0,0,40,28,0
47,0,120131,4,13,1,8,1,1,0,0,0,50,1,0
25,1,263300,15,9,0,12,3,1,0,0,0,50,28,1
34,5,226443,10,15,1,14,1,1,0,0,0,55,28,0
18,5,404868,12,7,0,0,5,4,1,0,1602,20,28,1
19,5,208506,1,10,0,8,5,1,1,0,0,28,28,1
32,5,46746,1,10,5,13,0,1,0,0,0,40,28,1
49,5,246183,15,9,1,0,1,1,0,0,0,40,28,0
40,3,165309,0,4,2,10,3,1,1,0,0,8,28,1
43,5,122749,15,9,1,13,1,1,0,0,0,55,28,1
71,0,38822,11,14,1,8,1,1,0,99999,0,40,28,0
59,5,167963,15,9,0,2,0,1,0,0,0,40,28,1
32,5,273241,4,13,1,8,2,1,1,0,0,40,28,0
25,5,120238,4,13,0,8,3,1,0,0,0,40,28,1
32,5,167990,15,9,1,8,1,1,0,0,0,40,9,1
17,5,225507,12,7,0,9,3,4,1,0,0,15,28,1
57,0,125000,10,15,1,14,1,1,0,0,0,35,28,0
17,1,174120,9,8,0,9,5,1,0,0,0,15,28,1
27,5,230959,4,13,0,7,5,3,1,0,0,40,38,1
41,6,132125,15,9,1,1,1,1,0,0,0,40,28,1
62,3,68461,7,16,1,10,1,0,0,0,0,40,28,0
19,5,227178,12,7,0,0,3,1,1,0,0,25,28,1
41,5,165798,3,3,5,5,0,1,1,0,0,40,21,1
39,5,129573,4,13,0,8,3,1,0,0,0,50,28,0
30,5,224377,15,9,0,13,3,1,0,0,0,40,28,1
37,5,179481,4,13,1,3,1,1,0,0,0,40,28,0
18,5,434268,12,7,0,2,5,1,1,0,0,15,28,1
40,1,173716,4,13,1,0,1,1,0,0,0,45,28,0
